OBJECTID,Id_Jardin,Nombre,Barrio,Tipologia,Area,Zona,Distrito_Municipal,geo_point_2d
2157,99101537,Santa Maria Mazzarello Pl,ELS ORRIOLS,Acompañamiento Viario,1034.23560887,NORTE,RASCANYA,"39.492172702757266, -0.37304054178052004"
2161,99100535,Bellús C,TRINITAT,Acompañamiento Viario,93.65918213,NORTE,SAIDIA,"39.485643100440434, -0.36798686139405307"
2166,99101128,SerrerÍa C - Justo Vilar C,CABANYAL-CANYAMELAR,Jardines,1439.971433235,NORTE,POBLATS MARITIMS,"39.46711326489422, -0.33462168955710614"
2167,99100618,Aragon Av (III) (Mestalla),MESTALLA,Acompañamiento Viario,1435.38371982,NORTE,PLA DEL REIAL,"39.47428082336083, -0.3566618307077859"
2173,99101504,Arquitecto RodrÍguez C,ELS ORRIOLS,Jardines,429.516671315,NORTE,RASCANYA,"39.49253062323363, -0.3703441173815268"
2180,99100519,San Pancracio C - Don José Meliá (Pigmalión) Pl,MARXALENES,Jardines,1230.948725735,NORTE,SAIDIA,"39.48793825434363, -0.3859340190156763"
2182,99101515,Torrebaja C,ELS ORRIOLS,Jardines,1561.248849225,NORTE,RASCANYA,"39.49235112612995, -0.3693182261617681"
2187,99101420,Músico Martínez Coll C,BENIMACLET,Acompañamiento Viario,699.89206576,NORTE,BENIMACLET,"39.48540472791188, -0.35427483206065324"
2190,99101154,Llavadors C - Millars C y Adyacentes,CABANYAL-CANYAMELAR,Acompañamiento Viario,1415.645525085,NORTE,POBLATS MARITIMS,"39.47022998882602, -0.332751184505864"
2191,99101105,Hombres del Mar Pl,CABANYAL-CANYAMELAR,Jardines,1715.3147475,NORTE,POBLATS MARITIMS,"39.46901290858533, -0.3262509334122708"
2193,99101327,Mestre Ripoll Pl,LA CARRASCA,Jardines,5728.044325645,NORTE,ALGIROS,"39.472409399706045, -0.3386205633310627"
2194,99101604,San Roque C - Benicadell C,BENICALAP,Acompañamiento Viario,67.17571104,NORTE,BENICALAP,"39.49078059850241, -0.3941880310797878"
2195,99101237,Ramiro de Maeztu C (Mediana),AIORA,Acompañamiento Viario,331.068674675,NORTE,CAMINS AL GRAU,"39.46695075993064, -0.3458623805740459"
2206,99101331,Poeta Mas y Ros C (Núm 55),CIUTAT JARDI,Acompañamiento Viario,157.307832255,NORTE,ALGIROS,"39.469855385183195, -0.3459920350595638"
2208,99101614,General Llorens C - Castellonet C,BENICALAP,Jardines,1790.88703072,NORTE,BENICALAP,"39.49229062075124, -0.38547740530425373"
2218,99101718,Barcelona Ctra (Rotonda Casas de Bárcena),LES CASES DE BARCENA,Acompañamiento Viario,2137.02067116,NORTE,POBLATS DEL NORD,"39.524083244939625, -0.35622012756357485"
2221,99101621,Emili Camps i Gallego (Escriptor) C - Del Foc C - Regino Mas Pl,CIUTAT FALLERA,Jardines,2548.7607928,NORTE,BENICALAP,"39.50025228302328, -0.39441759998465153"
2223,99101250,Siete Aguas C - Rodrigo de Pertegas C,LA CREU DEL GRAU,Jardines,2802.3356439,NORTE,CAMINS AL GRAU,"39.461176104753406, -0.3406679966351453"
2230,99100605,Arquitecto Mora C,MESTALLA,Acompañamiento Viario,27.64047344,NORTE,PLA DEL REIAL,"39.473300788969574, -0.36283870671861307"
2237,99100612,Gorgos C,CIUTAT UNIVERSITARIA,Jardines,1415.516843275,NORTE,PLA DEL REIAL,"39.47730967247246, -0.35417188589941495"
2239,99100529,Diputado Ricardo Samper C,MARXALENES,Jardines,2771.00631209,NORTE,SAIDIA,"39.48642758575143, -0.37931845289279903"
2242,99100522,Don Bosco Salesiano Pl y Adyacentes,TORREFIEL,Acompañamiento Viario,1259.034219185,NORTE,RASCANYA,"39.49180878426612, -0.3742428598131172"
2244,99101417,Nelson Mandela Pl,BENIMACLET,Jardines,5885.059340265,NORTE,BENIMACLET,"39.47949805948374, -0.3555925862308349"
2245,99101129,Arnaldo de Vilanova C,LA MALVA-ROSA,Acompañamiento Viario,542.725752725,NORTE,POBLATS MARITIMS,"39.48419747333708, -0.32719474262215853"
2247,99101503,Gloria Fuertes C,ELS ORRIOLS,Jardines,2812.11718035,NORTE,RASCANYA,"39.491729158267496, -0.37075152133320033"
2248,99100451,Benifayo C,CAMPANAR,Jardines,181.424657865,NORTE,CAMPANAR,"39.482746302463056, -0.3990017838760706"
2252,99100405,Escultor García Mas C - Padre Muedra C,SANT PAU,Jardines,2446.425734935,NORTE,CAMPANAR,"39.48576148259628, -0.3988845772059966"
2249,99101612,Cora Raga C - Maestro Miguel Galán C,BENICALAP,Acompañamiento Viario,179.486163,NORTE,BENICALAP,"39.49552712096265, -0.3943345544653685"
2250,99100517,Arzobispo Fabian y Fuero C,MARXALENES,Jardines,112.6008019,NORTE,SAIDIA,"39.48409613851725, -0.3822781083052299"
2254,99101308,Campoamor C (III),BETERO,Jardines,6400.977841485,NORTE,POBLATS MARITIMS,"39.469496649122, -0.34170656648769315"
2258,99101540,Agustín Lara C - Constitución Av,ELS ORRIOLS,Jardines,854.16349727,NORTE,RASCANYA,"39.493825802661135, -0.37244576249111394"
2260,99101512,De Lázaro Cárdenas (President de la República de Mèxic) Pl,SANT LLORENS,Jardines,2275.50056456,NORTE,RASCANYA,"39.489976151219295, -0.3604929972919248"
2263,99101539,Alboraya Cmno Tabernes y Adyacentes (Frente Lladró),SANT LLORENS,Acompañamiento Viario,6816.46997777,NORTE,RASCANYA,"39.50269866144727, -0.36053755931704057"
2271,99101721,Víal Peatonal 2 (Npr-9 Massarojos Nord),MASSARROJOS,Acompañamiento Viario,150.05739412,NORTE,POBLATS DEL NORD,"39.54908605467321, -0.4198133004074703"
2273,99101413,Manuel Laguarda Cubells Pl - Benimuslem C,BENIMACLET,Jardines,2126.11143495,NORTE,BENIMACLET,"39.4863195617946, -0.3690949058715084"
2276,99101521,Duque de Mandas C - Motilla del Palancar C (Rotonda),SANT LLORENS,Acompañamiento Viario,1618.84169079,NORTE,RASCANYA,"39.49187729390645, -0.36694940267530957"
2278,99100429,Pío Baroja (Escriptor) Av,SANT PAU,Bulevar,16355.36197407,NORTE,CAMPANAR,"39.47906691341776, -0.40687000473620477"
2279,99101325,Santa Cruz de la Zarza Pl,LA CARRASCA,Jardines,1735.32324223,NORTE,ALGIROS,"39.479549824754045, -0.3529577271592939"
2280,99101205,Santos Justo y Pastor C (II),L'ILLA PERDUDA,Acompañamiento Viario,878.002344525,NORTE,ALGIROS,"39.46766414146213, -0.34109950594156346"
2282,99101611,Salvador Tuset C (Núm 9),BENICALAP,Acompañamiento Viario,140.590756115,NORTE,BENICALAP,"39.4955613351501, -0.39500378383828594"
2283,99100426,Gaudencia Torres C - Rascaña C,CAMPANAR,Acompañamiento Viario,314.89318227,NORTE,CAMPANAR,"39.48192742712253, -0.39522838237513"
2284,99101227,Alameda Pso - Francia Av,PENYA-ROJA,Jardines,12119.119417715,NORTE,CAMINS AL GRAU,"39.460888048185566, -0.35545940199421044"
2287,99101419,Dolores Marqués C - Azagador de Alboraya C,BENIMACLET,Jardines,1543.81222921,NORTE,BENIMACLET,"39.48824707781461, -0.36252400295304493"
2288,99101221,Jordi de Sant Jordi C,AIORA,Jardines,1588.500150225,NORTE,CAMINS AL GRAU,"39.46592512802735, -0.33874469043366645"
2298,99101720,Pinar de les Pedreres,MASSARROJOS,Parques Urbanos,14047.120808205,NORTE,POBLATS DEL NORD,"39.54896529368078, -0.4217854246440176"
2302,99101702,Moreral Pl (Borbotó),BORBOTO,Jardines,263.55093583,NORTE,POBLATS DEL NORD,"39.51565055764628, -0.39077300333178816"
2305,99101224,Alameda Pso (Alcoholera),PENYA-ROJA,Jardines,9373.492671115,NORTE,CAMINS AL GRAU,"39.46263040760286, -0.35777664657341257"
2307,99100447,Melchor Hoyos Pérez Pl - Godelleta C,CAMPANAR,Jardines,3537.02394918,NORTE,CAMPANAR,"39.48353786691501, -0.3953608961643718"
2309,99100408,Ricardo Micó C,TENDETES,Jardines,3359.793964785,NORTE,CAMPANAR,"39.482111497311436, -0.3876509132962567"
2311,99101126,Serrería C,EL GRAU,Acompañamiento Viario,5036.985919085,NORTE,POBLATS MARITIMS,"39.46526130462716, -0.336094220372189"
2313,99101505,Conde de Lumiares C - Falcons C,TORREFIEL,Acompañamiento Viario,1583.74530378,NORTE,RASCANYA,"39.49526743207786, -0.37281594537977103"
2319,99101111,Tribunal de les Aigües Pl y Adyacentes (Reales Atarazanas),EL GRAU,Jardines,4164.693491765,NORTE,POBLATS MARITIMS,"39.461443988312425, -0.33306339846835276"
2324,99100432,Campanar Av y Platabandas Adyacentes,CAMPANAR,Acompañamiento Viario,3184.238554315,NORTE,CAMPANAR,"39.47960846074608, -0.39351759715345863"
1711,99111018,DOCTOR WAKSMAN AV,EN CORTS,Acompañamiento Viario,710.90833323,SUR,QUATRE CARRERES,"39.45642404292179, -0.3734550172357088"
1732,99110104,AROLAS C,PILAR,Jardines,294.754444725,SUR,CIUTAT VELLA,"39.47444299324824, -0.3827811311219979"
1736,99111011,BULEVAR SUR (IV) (SAN VICENTE - CARRERA FUENTESANLU,CAMI REAL,Bulevar,62307.953538835,SUR,JESUS,"39.44557073764473, -0.37664777104300384"
1739,99110125,MICALET C,SEU,Acompañamiento Viario,397.22503436,SUR,CIUTAT VELLA,"39.47599230943216, -0.37521303262837186"
1741,99111074,FUENTE SAN LUIS CTRA- PERIS Y VALERO AV,EN CORTS,Acompañamiento Viario,362.49191527,SUR,QUATRE CARRERES,"39.458398581514125, -0.3712213581341176"
1779,99110818,FRAY JUNIPERO SERRA C (ARCHIDUQUE CARLOS C - TRES FORQUES C),VARA DE QUART,Jardines,3370.18227732,SUR,PATRAIX,"39.462044878813785, -0.40075979842771087"
1788,99110315,QUART C- FERNANDO EL CATOLICO GV,BOTANIC,Acompañamiento Viario,225.81016768,SUR,EXTRAMURS,"39.47528990489937, -0.38795870003629257"
1807,99111068,ACEQUIA FAVARA- EN PROYECTO A C (AIU MUSICO CHAPI),FONTETA  S.LUIS,Jardines,3348.98619299,SUR,QUATRE CARRERES,"39.4459286190869, -0.3660984090148902"
1812,99111028,GUILLEM JAFER C - JUAN RAMON JIMENEZ C,MALILLA,Acompañamiento Viario,1153.4780985,SUR,QUATRE CARRERES,"39.44994688353267, -0.3731146337357556"
1813,99110933,SANTO DOMINGO DE GUZMAN PL,CAMI REAL,Acompañamiento Viario,2081.47528311,SUR,JESUS,"39.44753692560809, -0.39633322004761434"
1821,99111033,ISLA CABRERA C,MALILLA,Bulevar,1880.15515888,SUR,QUATRE CARRERES,"39.44936424961762, -0.372511606814316"
1822,99111058,TORRES DE MONTEOLIVETE (POETA JOSEP CERVERA I GRIF,CIUTAT DE LES ARTS I DE LES CIENCIES,Acompañamiento Viario,22300.92099657,SUR,QUATRE CARRERES,"39.45578326937789, -0.3574543624413581"
1836,99111915,GRUP MARQUES DE VALLTERRA - LAS GAVIOTAS AV (ISLETA),PERELLONET,Acompañamiento Viario,3991.719547665,SUR,POBLES DEL SUD,"39.307241156001474, -0.2976629369031924"
1839,99121031,PARQUE URBANO DE MALILLA,MALILLA,Parques Urbanos,70779.35267888,SUR,QUATRE CARRERES,"39.44847179899261, -0.3752470348887324"
1843,99110908,CESAR GIORGETA AV,RAIOSA,Acompañamiento Viario,909.094871065,SUR,JESUS,"39.4600302061381, -0.3851945357644832"
1847,99111017,DOCTOR TORRENS PL,MONT-OLIVET,Jardines,6055.594469,SUR,QUATRE CARRERES,"39.45810586725159, -0.3649560076271547"
1853,99110814,DOCTOR MARAÑON C - DE MONTESA C,SAFRANAR,Jardines,970.196492415,SUR,PATRAIX,"39.45502471883525, -0.3938819976127124"
1857,99111039,NA ROBELLA C,MALILLA,Jardines,3092.681148,SUR,QUATRE CARRERES,"39.45012620315893, -0.3720377004806919"
1862,99121130,JARDIN DEL RASTRO,CABANYAL-CANYAMELAR,Parques Urbanos,10840.11587231,NORTE,POBLATS MARITIMS,"39.475886022820845, -0.33442528361546187"
1871,99110130,ALFONSO EL MAGNANIMO PL (PARTERRE),SANT FRANCESC,Jardines,5808.12745584,SUR,CIUTAT VELLA,"39.472004002239785, -0.37057391225562125"
1874,99121811,PARQUE LINEAL,BENIMAMET,Parques Urbanos,36986.12173918,NORTE,POBLATS DE L`OEST,"39.50092480096685, -0.4205948185273012"
1875,99121351,JARDIN DE ALBALAT DELS TARONGERS,LA CARRASCA,Parques Urbanos,16014.613763255,NORTE,ALGIROS,"39.478785818446, -0.35005876744158154"
1878,99111038,MUSICO CUESTA PL,FONTETA  S.LUIS,Jardines,2445.00054475,SUR,QUATRE CARRERES,"39.4419504258462, -0.36849076776315715"
1896,99111073,U.E. CASA SANTA PAU ENTRADA,MALILLA,Jardines,2614.859579615,SUR,QUATRE CARRERES,"39.44970726557195, -0.37787544864394457"
1906,99111108,PARQUE NAZARET ( MANUEL CARBONERES C - ALGEMESI C.),NATZARET,Parques Urbanos,30612.41610495,SUR,POBLATS MARITIMS,"39.443473210759606, -0.33223001409297476"
1908,99110205,JACINTO BENAVENTE AV,GRAN VIA,Bulevar,8919.505993925,SUR,L´EIXAMPLA,"39.46620071458495, -0.3625149540875678"
1909,99110119,GENERAL PALANCA C - GENERAL TOVAR C (GLORIETA),XEREA,Jardines,9061.332936655,SUR,CIUTAT VELLA,"39.47268910037632, -0.3694247645823251"
1910,99110704,ARTE MAYOR DE LA SEDA C - L'EMIGRANT VALENCIA C,NOU MOLES,Acompañamiento Viario,124.454310855,SUR,OLIVERETA,"39.46983737176487, -0.39752459596900463"
1914,99111031,IGLESIA FUENTE SAN LUIS PL,FONTETA  S.LUIS,Jardines,244.2714987,SUR,QUATRE CARRERES,"39.44442191164772, -0.3662244732733354"
1919,99110903,ANTIGUA ESTACION FEVE GIORGETA - URUGUAY C,RAIOSA,Jardines,4833.49434117,SUR,JESUS,"39.459835711578336, -0.3863145375280832"
1925,99101650,Juan XXIII AV - San José de Pignatelli C  (Miguel Ángel Blanco),BENICALAP,Parques Urbanos,3361.15628889,NORTE,BENICALAP,"39.491702534392516, -0.3832912883732547"
1929,99101542,Ismael Merlo (Actor) C - Emilio Baro Av,SANT LLORENS,Acompañamiento Viario,227.15337912,NORTE,RASCANYA,"39.49261890933981, -0.35881863560341204"
1936,99101315,Poeta Artola C,LA VEGA BAIXA,Acompañamiento Viario,553.054649195,NORTE,ALGIROS,"39.47525009618485, -0.3492736725958957"
1937,99100412,Torpedero C y Adyacentes (Grupo Viviendas Sta Isabel),TENDETES,Jardines,5141.68399748,NORTE,CAMPANAR,"39.48242578902199, -0.3870797582273186"
1942,99101406,Primado Reig Av (II),BENIMACLET,Acompañamiento Viario,3017.72517186,NORTE,BENIMACLET,"39.48156807995416, -0.3597468531215167"
1945,99101312,Poeta Durán y Tortajada C - Impresor Lambert Palmart C,CIUTAT JARDI,Jardines,2642.21930672,NORTE,ALGIROS,"39.4718621971982, -0.34425369375230574"
1946,99101341,Explorador Andrés C - Actriz Encarna Mañez C,CIUTAT JARDI,Jardines,2776.56158728,NORTE,ALGIROS,"39.47220846951843, -0.3458775689478621"
1952,99101333,Campus dels Tarongers (I),LA CARRASCA,Acompañamiento Viario,3564.3710068,NORTE,ALGIROS,"39.47912371311943, -0.34834505826960416"
1953,99101527,Fray Francisco Cabezas C,TORREFIEL,Jardines,2540.76937769,NORTE,RASCANYA,"39.497431531199666, -0.3729619605349773"
1960,99101624,Doctor Nicasio Benlloch C,BENICALAP,Acompañamiento Viario,1730.05912889,NORTE,BENICALAP,"39.488828553872686, -0.39241764374455035"
1962,99101409,Guardia Civil C y Adyacentes,BENIMACLET,Jardines,20957.348956825,NORTE,BENIMACLET,"39.48141639439989, -0.35642223507343573"
1964,99100620,Zaragoza Pl,MESTALLA,Acompañamiento Viario,5082.39198727,NORTE,PLA DEL REIAL,"39.46873497586979, -0.36079538521327426"
1968,99101511,Racó de l´Horta Pl y Adyacentes,SANT LLORENS,Jardines,2098.078330995,NORTE,RASCANYA,"39.49188590380309, -0.3594908710058167"
1974,99101516,Maria Auxiliadora C,TORREFIEL,Acompañamiento Viario,414.79963276,NORTE,RASCANYA,"39.49648029423173, -0.37497639413846917"
1977,99100614,Legión Española Pl,EXPOSICION,Jardines,5023.35549143,NORTE,PLA DEL REIAL,"39.47787497172807, -0.3660513836211922"
1991,99101141,Jesús de Medinaceli Pl,EL GRAU,Jardines,1906.837087845,NORTE,POBLATS MARITIMS,"39.459265795916075, -0.3378166295035979"
1992,99101133,Manuel Soto (Ingeniero) Av,EL GRAU,Acompañamiento Viario,5690.755597855,NORTE,POBLATS MARITIMS,"39.4588225082017, -0.3333016571211507"
1995,99101619,El Ecuador Av - Plátanos C,BENICALAP,Jardines,1154.28369903,NORTE,BENICALAP,"39.492981947968644, -0.3883411124361803"
1999,99101528,Santo Domingo Savio C,TORREFIEL,Jardines,1881.53196605,NORTE,RASCANYA,"39.49624417122126, -0.37574073941711134"
2000,99101223,Alcalde Cano Coloma C - Santos Justo y Pastor Av,AIORA,Jardines,2043.326264285,NORTE,CAMINS AL GRAU,"39.46583030172785, -0.3360150319790382"
2002,99101339,Ramón Llull C,LA VEGA BAIXA,Bulevar,5088.44498073,NORTE,ALGIROS,"39.477126105680426, -0.3465029420658"
2006,99101523,Arquitecto Tolsà C - Sellent C,ELS ORRIOLS,Jardines,1784.2995131,NORTE,RASCANYA,"39.493533958138336, -0.3677089724428312"
2008,99101615,Virgen de Montiel Pl,BENICALAP,Acompañamiento Viario,40.12065645,NORTE,BENICALAP,"39.49242309243263, -0.39071612182543963"
2011,99101633,Ronda Norte (III) (Hermanos Machado Av),BENICALAP,Acompañamiento Viario,20423.567920585,NORTE,BENICALAP,"39.49864978547758, -0.3868044263589779"
2013,99101507,Motilla del Palancar C,ELS ORRIOLS,Jardines,3423.117691735,NORTE,RASCANYA,"39.490403992986636, -0.3684263282517957"
2014,99101635,Juan XXIII Av,BENICALAP,Acompañamiento Viario,1438.906348505,NORTE,BENICALAP,"39.494036453466116, -0.3835386265232243"
2015,99100511,Guardacostas C - Músico Jarque Cualladó C,TORMOS,Acompañamiento Viario,1401.74955034,NORTE,SAIDIA,"39.48956430745512, -0.3825426800453418"
2018,99101311,Historiadora Sylvia Romeu C - Zarra C,CIUTAT JARDI,Bulevar,1149.04081166,NORTE,ALGIROS,"39.47062114955135, -0.3475380542669648"
2020,99100628,Alameda Pso (Palau de la Música),MESTALLA,Acompañamiento Viario,20667.89891957,NORTE,PLA DEL REIAL,"39.466173457319215, -0.3600288660915205"
2021,99100403,Manuel de Falla Av,SANT PAU,Acompañamiento Viario,6702.512537075,NORTE,CAMPANAR,"39.475184543328105, -0.4029237186079065"
2022,99101638,Moncada Cmno (Mediana),BENICALAP,Acompañamiento Viario,834.69439463,NORTE,BENICALAP,"39.4952782294014, -0.38056729567577974"
2027,99101529,Gayano Lluch C,TORREFIEL,Jardines,2285.37849161,NORTE,RASCANYA,"39.49310148168566, -0.3815282913257462"
2028,99101113,Juan Verdeguer C - Mendez Nuñez C,EL GRAU,Jardines,690.77205287,NORTE,POBLATS MARITIMS,"39.45908315824702, -0.3355787203287938"
2031,99101513,Mestre Marcal C - Alcudia de Crespins C,TORREFIEL,Acompañamiento Viario,569.94488372,NORTE,RASCANYA,"39.49400027183115, -0.37431342646064053"
2036,99101626,Músico Fayos C - Salvador Rodríguez Bronchú (Pintor) C,BENICALAP,Jardines,1318.065928435,NORTE,BENICALAP,"39.49469254114177, -0.3879969621780638"
2040,99101524,San Jerónimo Pl,TORREFIEL,Jardines,1908.18776271,NORTE,RASCANYA,"39.49750572262158, -0.37462956258463537"
2041,99101249,Menorca C - Pintor Maella C (Rotonda),LA CREU DEL GRAU,Acompañamiento Viario,5511.228892695,NORTE,CAMINS AL GRAU,"39.45625622248874, -0.3474872527349935"
2090,99100462,Taludes Exteriores CP Santiago Calatrava,SANT PAU,Acompañamiento Viario,687.6018508,NORTE,CAMPANAR,"39.49510215819394, -0.4189556474781632"
2043,99101506,Músico Espi Pl,TORREFIEL,Jardines,3749.71996804,NORTE,RASCANYA,"39.496785001270496, -0.37419239781111285"
2046,99101414,Músico Magenti C,BENIMACLET,Jardines,804.5333814,NORTE,BENIMACLET,"39.482936824391665, -0.3583997904998487"
2047,99100418,Marques de San Juan C,CAMPANAR,Jardines,6760.313380875,NORTE,CAMPANAR,"39.478392998535476, -0.39691670508116966"
2057,99100463,Beltran Baguena C - Menendez Pidal Av,TENDETES,Jardines,1157.432582245,NORTE,CAMPANAR,"39.479931251420744, -0.3890346454651998"
2062,99101649,Cortes Valencianas Rotonda (Palacio Congresos),BENICALAP,Acompañamiento Viario,2398.584803795,NORTE,BENICALAP,"39.4946458942669, -0.40247030181807614"
2063,99100532,Portugal Av - Trirreme C - Gilet C,MARXALENES,Acompañamiento Viario,1970.85405118,NORTE,SAIDIA,"39.48688864291913, -0.38502812634159833"
2067,99101607,Barig C,BENICALAP,Jardines,441.568466375,NORTE,BENICALAP,"39.49391916582686, -0.39286960068765153"
2069,99101202,Aben al Abbar C (I),ALBORS,Jardines,1820.289470495,NORTE,CAMINS AL GRAU,"39.46767488100322, -0.35273741191942737"
2071,99100602,Blasco Ibañez Av (I),CIUTAT UNIVERSITARIA,Jardines,45975.99226926,NORTE,PLA DEL REIAL,"39.477856430738754, -0.3610546405304748"
2073,99101526,Ronda Norte (II) (Hermanos Machado Av),SANT LLORENS,Acompañamiento Viario,27004.65508085,NORTE,RASCANYA,"39.49617653891716, -0.3654138158873232"
2074,99100434,Puerto de Santa María C,SANT PAU,Jardines,1194.313016835,NORTE,CAMPANAR,"39.48609458162552, -0.400434226859195"
2082,99101107,Armada Española Pl,EL GRAU,Jardines,1353.44218249,NORTE,POBLATS MARITIMS,"39.463065247938495, -0.3292536894364843"
2083,99100433,Reina Violante C,SANT PAU,Jardines,6542.308691335,NORTE,CAMPANAR,"39.48509414256291, -0.4008253726866095"
2084,99101310,Escultor Alfonso Gabino Pl,CIUTAT JARDI,Jardines,3871.51634222,NORTE,ALGIROS,"39.47447982546128, -0.34633722714394694"
2089,99101802,Cuevas Camales C,BENIMAMET,Jardines,18090.997238895,NORTE,POBLATS DE L`OEST,"39.50224914711872, -0.4157357031828619"
2094,99101722,El Greco Pl,BENIFARAIG,Jardines,286.72825437,NORTE,POBLATS DEL NORD,"39.52873662835209, -0.3855741079228352"
2096,99100626,Alfredo Candel (Rector de la Parroquia de Santa Anna) Pl,MESTALLA,Jardines,3028.50740662,NORTE,PLA DEL REIAL,"39.470697936844005, -0.35629564308821454"
2097,99101321,Serpis C (II),CIUTAT JARDI,Acompañamiento Viario,2450.00654972,NORTE,ALGIROS,"39.47355121549933, -0.34052364855659334"
2102,99100518,Luz Casanova C,SANT ANTONI,Jardines,948.86693305,NORTE,SAIDIA,"39.48817145829233, -0.3736435423671278"
2103,99101132,Arquitecto Guastavino C,CABANYAL-CANYAMELAR,Jardines,2343.250235355,NORTE,POBLATS MARITIMS,"39.46393036918859, -0.32658584870012686"
2106,99100410,Arturo Ballester C - Maestro Rodrigo C (Ferrobús),SANT PAU,Acompañamiento Viario,5288.69512976,NORTE,CAMPANAR,"39.48398169578587, -0.4030342076661279"
2110,99101634,Carlos Climent González (Jurista) C - Hermanos Machado Av,BENICALAP,Jardines,4315.72771212,NORTE,BENICALAP,"39.498035295278555, -0.38787831096327524"
2112,99101118,Jose Maria Haro (Magistrat) C - L´Alguer C,BETERO,Jardines,5230.565363665,NORTE,POBLATS MARITIMS,"39.469309871900585, -0.33881272924058115"
2116,99101150,Del Barco C (huertos Urbanos),EL GRAU,Jardines,1285.65985995,NORTE,POBLATS MARITIMS,"39.46048820041263, -0.33717289436058473"
2118,99101340,Maderas C,L'ILLA PERDUDA,Acompañamiento Viario,165.08900108,NORTE,ALGIROS,"39.46800819985388, -0.3367799338360563"
2123,99100531,Bilbao C - San Bruno C,SANT ANTONI,Jardines,618.062668385,NORTE,SAIDIA,"39.490077787423175, -0.37159661442478914"
2134,99100615,Reyes Prosper Pl - Suecia Av,MESTALLA,Acompañamiento Viario,780.60688561,NORTE,PLA DEL REIAL,"39.47324709130632, -0.36000274670525484"
2135,99101211,Islas Canarias C - Río Escalona C,CAMI FONDO,Acompañamiento Viario,22.8550509,NORTE,CAMINS AL GRAU,"39.46579402168143, -0.3536977614666288"
2136,99101501,Salvador Allende Pl,TORREFIEL,Jardines,2354.748216085,NORTE,RASCANYA,"39.49492431486013, -0.3740751140974798"
2143,99101217,Peris Brell C,AIORA,Acompañamiento Viario,227.929066225,NORTE,CAMINS AL GRAU,"39.46516545397008, -0.3472056012304457"
2144,99101101,JJ Domine Doctor C,EL GRAU,Jardines,5627.62791417,NORTE,POBLATS MARITIMS,"39.4615262668004, -0.33160430601598473"
2145,99101324,Facultades Pso,LA VEGA BAIXA,Acompañamiento Viario,3407.89556942,NORTE,ALGIROS,"39.477449935800806, -0.34763212527962567"
2146,99101408,Valladolid Av,BENIMACLET,Bulevar,1067.432777985,NORTE,BENIMACLET,"39.48880992108898, -0.3586365131848862"
2235,99101229,Luís García-Berlanga Martí (Director de Cinema) C,PENYA-ROJA,Jardines,5555.38129829,NORTE,CAMINS AL GRAU,"39.457824582192586, -0.348817778584588"
2152,99100456,Dragaminas C,CAMPANAR,Jardines,4204.7370128,NORTE,CAMPANAR,"39.480941280907494, -0.3973165649722847"
2156,99101215,Guillem de Anglesola C,AIORA,Jardines,3815.673202055,NORTE,CAMINS AL GRAU,"39.46523531054158, -0.34561926509545154"
2158,99100504,Llano de la Zaidia C - Guadalaviar C,MARXALENES,Jardines,1526.53642528,NORTE,SAIDIA,"39.48272420719184, -0.3799398182454878"
2159,99101317,Blasco Ibáñez Av (III),CIUTAT JARDI,Bulevar,23928.804453305,NORTE,ALGIROS,"39.473123734077156, -0.34498506802498774"
2160,99101218,Peñarrocha Cmno y Adyacentes,PENYA-ROJA,Acompañamiento Viario,3484.8696306799998,NORTE,CAMINS AL GRAU,"39.462583456018315, -0.35634123661415446"
2162,99101209,San Felipe Neri Pl,ALBORS,Jardines,914.91299566,NORTE,CAMINS AL GRAU,"39.469854615623014, -0.3537369689068135"
2164,99100406,Gregorio Gea C,TENDETES,Acompañamiento Viario,7535.88743516,NORTE,CAMPANAR,"39.48252065254161, -0.38724340683930514"
2169,99101142,Eugenia Viñes Av - Virgen del Sufragio C,CABANYAL-CANYAMELAR,Acompañamiento Viario,1727.1026667,NORTE,POBLATS MARITIMS,"39.466954113169926, -0.32529981885199666"
2172,99101219,Francia Av - Padre Tomás Montañana C (El Parotet),PENYA-ROJA,Acompañamiento Viario,4993.62016118,NORTE,CAMINS AL GRAU,"39.46019029715696, -0.3534421225907799"
2174,99101509,Esteban Dolz del Castellar Pl,SANT LLORENS,Jardines,3037.602380585,NORTE,RASCANYA,"39.49448729208343, -0.3677240632595564"
2179,99101422,Ronda Norte (I) (Rotonda Cmno Farinós),CAMI DE VERA,Acompañamiento Viario,2654.67487932,NORTE,BENIMACLET,"39.48809328687274, -0.3529752353971196"
2183,99100503,Lérida C (Nino Bravo),MORVEDRE,Jardines,816.27869309,NORTE,SAIDIA,"39.48375409369524, -0.37552292816528604"
2186,99100440,Rafael Alberti (Poeta) C (Alquería de Puchades),SANT PAU,Jardines,2492.97234811,NORTE,CAMPANAR,"39.48176422534537, -0.4034790854775688"
2188,99101225,Padre Tomas Montañana C,CAMI FONDO,Bulevar,4682.367065915,NORTE,CAMINS AL GRAU,"39.462927080129965, -0.3523255737761937"
2192,99101530,Cecilio Pla C - Conde de Torrefiel C,TORREFIEL,Jardines,1660.31362678,NORTE,RASCANYA,"39.49880207270078, -0.37707313374779505"
2196,99101153,San Jose de la Vega C,CABANYAL-CANYAMELAR,Jardines,1197.00322375,NORTE,POBLATS MARITIMS,"39.463642751298394, -0.33466379585828376"
